antecedent,consequent,support,confidence,lift
{17483},{84724},0.008,1.000,100.341
{80079},{84724},0.009,0.974,97.769
{80079},{37096},0.008,0.846,39.113
{84540},{84724},0.007,1.000,100.341
{84724},{37096},0.009,0.878,40.588
{84724},{80079},0.009,0.927,97.769
{84724},{17483},0.008,0.756,100.341
{84724},{84540},0.007,0.732,100.341
{78091},{6292},0.018,0.901,43.620
{78091},{79723},0.017,0.840,27.853
{78091},{57933},0.017,0.864,45.581
{1989},{32055},0.008,0.969,124.545
{32055},{1989},0.008,0.969,124.545
{3551},{33551},0.010,0.976,91.274
{3551},{19778},0.010,0.976,91.274
{3551},{54114},0.010,1.000,91.422
{3551},{13338},0.009,0.905,61.020
{3551},{55776},0.009,0.929,29.386
{3551},{40313},0.009,0.905,23.860
{3551},{78277},0.009,0.905,90.785
{19778},{54114},0.011,1.000,91.422
{19778},{13338},0.009,0.886,59.779
{19778},{55776},0.010,0.909,28.769
{19778},{40313},0.010,0.932,24.574
{19778},{33551},0.010,0.977,91.375
{19778},{3551},0.010,0.932,91.274
{19778},{78277},0.010,0.909,91.220
{33551},{19778},0.010,0.977,91.375
{33551},{54114},0.011,1.000,91.422
{33551},{13338},0.009,0.886,59.779
{33551},{55776},0.010,0.909,28.769
{33551},{40313},0.010,0.909,23.974
{33551},{3551},0.010,0.932,91.274
{33551},{78277},0.010,0.932,93.500
{54114},{13338},0.010,0.889,59.949
{54114},{55776},0.010,0.911,28.833
{54114},{40313},0.010,0.911,24.028
{54114},{19778},0.011,0.978,91.422
{54114},{33551},0.011,0.978,91.422
{54114},{3551},0.010,0.933,91.422
{54114},{78277},0.010,0.911,91.422
{78277},{3551},0.009,0.927,90.785
{78277},{33551},0.010,1.000,93.500
{78277},{19778},0.010,0.976,91.220
{78277},{54114},0.010,1.000,91.422
{78277},{13338},0.009,0.902,60.863
{78277},{55776},0.009,0.902,28.559
{78277},{40313},0.009,0.927,24.442
{9814},{93775},0.010,0.889,36.938
{9814},{57290},0.010,0.889,35.162
{9814},{67851},0.009,0.844,80.792
{9814},{99566},0.009,0.867,82.918
{67851},{9814},0.009,0.884,80.792
{67851},{93775},0.009,0.884,36.724
{67851},{57290},0.009,0.884,34.958
{67851},{99566},0.009,0.884,84.549
{99566},{67851},0.009,0.884,84.549
{99566},{9814},0.009,0.907,82.918
{99566},{93775},0.009,0.884,36.724
{99566},{57290},0.009,0.907,35.878
{10297},{65382},0.009,0.975,64.696
{30009},{32504},0.008,0.912,68.200
{30009},{47892},0.008,0.912,66.982
{30009},{65382},0.008,0.912,60.500
{30009},{5098},0.007,0.882,42.706
{32504},{47892},0.013,0.964,70.793
{32504},{5098},0.012,0.873,42.240
{47892},{5098},0.012,0.875,42.350
{47892},{32504},0.013,0.946,70.793
{44501},{46820},0.008,0.868,96.559
{46820},{44501},0.008,0.892,96.559
{7295},{45408},0.012,0.895,66.926
{45408},{7295},0.012,0.927,66.926
{42096},{79607},0.013,0.883,64.893
{42096},{61972},0.014,0.967,65.195
{42096},{26391},0.012,0.800,34.644
{42096},{57066},0.012,0.833,63.488
{61972},{26391},0.012,0.787,34.076
{61972},{79607},0.013,0.852,62.625
{61972},{42096},0.014,0.951,65.195
{61972},{57066},0.012,0.820,62.447
{12438},{95905},0.016,0.917,39.696
{25387},{94284},0.011,0.900,72.600
{25387},{26954},0.011,0.940,72.965
{25387},{12438},0.010,0.860,49.139
{25387},{95905},0.012,0.960,41.573
{25387},{66582},0.010,0.840,75.125
{26954},{12438},0.011,0.868,49.592
{26954},{95905},0.012,0.943,40.854
{26954},{94284},0.012,0.906,73.057
{26954},{25387},0.011,0.887,72.965
{26954},{66582},0.011,0.830,74.248
{66582},{25387},0.010,0.913,75.125
{66582},{94284},0.010,0.913,73.652
{66582},{26954},0.011,0.957,74.248
{66582},{12438},0.009,0.848,48.444
{66582},{95905},0.010,0.935,40.481
{94284},{26954},0.012,0.941,73.057
{94284},{12438},0.010,0.843,48.176
{94284},{95905},0.012,0.941,40.758
{94284},{25387},0.011,0.882,72.600
{94284},{66582},0.010,0.824,73.652
{95905},{12438},0.016,0.695,39.696
{19617},{31643},0.007,0.667,83.111
{31643},{19617},0.007,0.909,83.111
{46032},{7964},0.014,0.966,67.365
{46032},{75605},0.014,0.949,67.324
{46032},{76463},0.014,0.949,67.324
{46032},{82229},0.013,0.915,67.238
{46032},{20267},0.013,0.881,67.146
{46032},{32107},0.013,0.881,68.413
{46032},{70932},0.013,0.915,68.461
{281},{72684},0.007,0.857,106.857
{72684},{281},0.007,0.909,106.857
{82311},{89784},0.009,0.886,77.585
{89784},{82311},0.009,0.830,77.585
{80663},{88689},0.008,0.717,33.538
{80663},{37945},0.009,0.783,80.491
{80663},{16757},0.009,0.761,80.262
{80663},{20513},0.008,0.739,80.021
{80663},{744},0.008,0.739,82.183
{80663},{83978},0.008,0.717,79.766
{44939},{83433},0.008,1.000,114.278
{44939},{72723},0.008,0.970,110.815
{44939},{45408},0.008,0.939,70.267
{44939},{7295},0.008,0.970,69.988
{72723},{45408},0.009,0.972,72.722
{72723},{7295},0.009,0.972,70.171
{72723},{83433},0.009,0.972,111.103
{72723},{44939},0.008,0.889,110.815
{83433},{72723},0.009,0.972,111.103
{83433},{45408},0.008,0.944,70.644
{83433},{7295},0.009,0.972,70.171
{83433},{44939},0.008,0.917,114.278
{30424},{39341},0.008,0.944,102.249
{30424},{9450},0.008,0.917,94.279
{39341},{9450},0.009,0.921,94.730
{39341},{30424},0.008,0.895,102.249
{99158},{94166},0.008,0.775,55.936
{744},{20513},0.009,0.946,102.411
{744},{16757},0.009,0.973,102.636
{744},{37945},0.009,1.000,102.850
{744},{80663},0.008,0.919,82.183
{744},{88689},0.008,0.892,41.696
{744},{83978},0.008,0.919,102.174
{20513},{16757},0.009,0.947,99.935
{20513},{37945},0.009,0.974,100.143
{20513},{80663},0.008,0.895,80.021
{20513},{88689},0.008,0.895,41.829
{20513},{744},0.009,0.921,102.411
{20513},{83978},0.008,0.895,99.485
{37945},{80663},0.009,0.900,80.491
{37945},{88689},0.008,0.850,39.737
{37945},{16757},0.009,0.975,102.850
{37945},{20513},0.009,0.925,100.143
{37945},{744},0.009,0.925,102.850
{37945},{83978},0.009,0.925,102.850
{83978},{744},0.008,0.919,102.174
{83978},{20513},0.008,0.919,99.485
{83978},{16757},0.009,0.973,102.636
{83978},{37945},0.009,1.000,102.850
{83978},{80663},0.008,0.892,79.766
{83978},{88689},0.008,0.838,39.169
{3861},{90898},0.008,0.971,111.013
{3861},{75418},0.009,1.000,111.189
{3861},{54368},0.009,1.000,111.189
{3861},{46785},0.008,0.971,114.184
{3861},{61069},0.008,0.943,110.826
{3861},{69054},0.008,0.943,110.826
{3861},{99608},0.008,0.971,114.184
{3861},{26892},0.008,0.914,110.629
{26892},{99608},0.008,0.941,110.629
{26892},{69054},0.008,0.971,114.086
{26892},{61069},0.008,0.971,114.086
{26892},{46785},0.008,0.941,110.629
{26892},{3861},0.008,0.941,110.629
{26892},{90898},0.008,0.971,110.917
{26892},{75418},0.008,1.000,111.189
{26892},{54368},0.008,1.000,111.189
{46785},{3861},0.008,0.971,114.184
{46785},{90898},0.008,0.971,111.013
{46785},{75418},0.009,1.000,111.189
{46785},{54368},0.009,1.000,111.189
{46785},{61069},0.008,0.943,110.826
{46785},{69054},0.008,0.943,110.826
{46785},{99608},0.008,0.971,114.184
{46785},{26892},0.008,0.914,110.629
{54368},{75418},0.009,1.000,111.189
{54368},{3861},0.009,0.946,111.189
{54368},{46785},0.009,0.946,111.189
{54368},{61069},0.009,0.946,111.189
{54368},{69054},0.009,0.946,111.189
{54368},{99608},0.009,0.946,111.189
{54368},{26892},0.008,0.919,111.189
{54368},{90898},0.009,0.973,111.189
{61069},{46785},0.008,0.943,110.826
{61069},{3861},0.008,0.943,110.826
{61069},{90898},0.008,0.971,111.013
{61069},{75418},0.009,1.000,111.189
{61069},{54368},0.009,1.000,111.189
{61069},{69054},0.008,0.971,114.184
{61069},{99608},0.008,0.943,110.826
{61069},{26892},0.008,0.943,114.086
{69054},{61069},0.008,0.971,114.184
{69054},{46785},0.008,0.943,110.826
{69054},{3861},0.008,0.943,110.826
{69054},{90898},0.008,0.971,111.013
{69054},{75418},0.009,1.000,111.189
{69054},{54368},0.009,1.000,111.189
{69054},{99608},0.008,0.943,110.826
{69054},{26892},0.008,0.943,114.086
{75418},{54368},0.009,1.000,111.189
{75418},{3861},0.009,0.946,111.189
{75418},{46785},0.009,0.946,111.189
{75418},{61069},0.009,0.946,111.189
{75418},{69054},0.009,0.946,111.189
{75418},{99608},0.009,0.946,111.189
{75418},{26892},0.008,0.919,111.189
{75418},{90898},0.009,0.973,111.189
{90898},{3861},0.008,0.944,111.013
{90898},{46785},0.008,0.944,111.013
{90898},{61069},0.008,0.944,111.013
{90898},{69054},0.008,0.944,111.013
{90898},{99608},0.008,0.944,111.013
{90898},{26892},0.008,0.917,110.917
{90898},{75418},0.009,1.000,111.189
{90898},{54368},0.009,1.000,111.189
{99608},{69054},0.008,0.943,110.826
{99608},{61069},0.008,0.943,110.826
{99608},{46785},0.008,0.971,114.184
{99608},{3861},0.008,0.971,114.184
{99608},{90898},0.008,0.971,111.013
{99608},{75418},0.009,1.000,111.189
{99608},{54368},0.009,1.000,111.189
{99608},{26892},0.008,0.914,110.629
{60429},{19953},0.008,0.914,117.543
{60429},{42814},0.008,0.886,117.543
{6080},{98129},0.013,0.964,70.793
{6080},{37321},0.013,1.000,70.931
{6080},{14148},0.013,0.982,43.432
{6080},{54782},0.012,0.927,40.583
{6080},{44776},0.013,0.964,41.296
{6080},{24918},0.012,0.909,70.566
{24918},{6080},0.012,0.943,70.566
{24918},{98129},0.013,0.981,72.078
{24918},{37321},0.013,1.000,70.931
{24918},{14148},0.013,1.000,44.237
{24918},{54782},0.012,0.943,41.289
{24918},{44776},0.012,0.962,41.237
{37321},{14148},0.014,0.983,43.474
{37321},{54782},0.013,0.931,40.748
{37321},{44776},0.014,0.966,41.376
{37321},{98129},0.014,0.966,70.931
{37321},{6080},0.013,0.948,70.931
{37321},{24918},0.013,0.914,70.931
{98129},{37321},0.014,1.000,70.931
{98129},{14148},0.013,0.982,43.447
{98129},{54782},0.013,0.929,40.640
{98129},{44776},0.013,0.964,41.324
{98129},{6080},0.013,0.946,70.793
{98129},{24918},0.013,0.929,72.078
{16757},{37945},0.009,1.000,102.850
{16757},{80663},0.009,0.897,80.262
{16757},{88689},0.008,0.846,39.558
{16757},{20513},0.009,0.923,99.935
{16757},{744},0.009,0.923,102.636
{16757},{83978},0.009,0.923,102.636
{30417},{78824},0.007,0.857,103.714
{7177},{75290},0.010,0.952,93.288
{7177},{8969},0.009,0.929,93.174
{7177},{25747},0.009,0.929,95.504
{7177},{54502},0.009,0.929,97.952
{8969},{75290},0.009,0.951,93.174
{8969},{7177},0.009,0.951,93.174
{8969},{25747},0.009,0.902,92.816
{8969},{54502},0.009,0.878,92.623
{25747},{8969},0.009,0.925,92.816
{25747},{75290},0.009,0.950,93.055
{25747},{7177},0.009,0.975,95.504
{25747},{54502},0.009,0.900,94.938
{54502},{25747},0.009,0.923,94.938
{54502},{8969},0.009,0.923,92.623
{54502},{75290},0.009,0.949,92.929
{54502},{7177},0.009,1.000,97.952
{75290},{7177},0.010,0.952,93.288
{75290},{8969},0.009,0.929,93.174
{75290},{25747},0.009,0.905,93.055
{75290},{54502},0.009,0.881,92.929
{19164},{83551},0.010,0.976,69.201
{19164},{89972},0.009,0.927,95.324
{19164},{88419},0.008,0.805,91.980
{83551},{19164},0.010,0.690,69.201
{89972},{19164},0.009,0.950,95.324
{89972},{83551},0.009,0.950,67.384
{89972},{88419},0.008,0.850,97.136
{9450},{39341},0.009,0.875,94.730
{9450},{30424},0.008,0.825,94.279
{17608},{3040},0.009,0.818,80.143
{17608},{20643},0.008,0.727,50.712
{5860},{18833},0.014,0.982,67.364
{5860},{57290},0.014,0.982,38.864
{5860},{70053},0.013,0.930,67.110
{5860},{32079},0.013,0.930,68.309
{18833},{57290},0.014,0.983,38.898
{18833},{5860},0.014,0.933,67.364
{18833},{70053},0.014,0.933,67.364
{18833},{32079},0.014,0.933,68.567
{32079},{70053},0.013,0.929,67.020
{32079},{5860},0.013,0.946,68.309
{32079},{18833},0.014,1.000,68.567
{32079},{57290},0.013,0.982,38.851
{70053},{5860},0.013,0.930,67.110
{70053},{18833},0.014,0.982,67.364
{70053},{57290},0.014,0.982,38.864
{70053},{32079},0.013,0.912,67.020
{76464},{93794},0.008,1.000,124.667
{76464},{47247},0.008,0.969,107.715
{76464},{43143},0.008,0.969,79.709
{93794},{47247},0.008,0.970,107.820
{93794},{43143},0.008,0.970,79.787
{93794},{76464},0.008,0.970,124.667
{7207},{81885},0.008,0.944,79.295
{7207},{69839},0.008,0.944,111.013
{7207},{50577},0.008,0.944,114.278
{50577},{69839},0.008,0.971,114.086
{50577},{7207},0.008,1.000,114.278
{50577},{81885},0.008,0.971,81.490
{69839},{7207},0.008,0.971,111.013
{69839},{81885},0.008,0.971,81.560
{69839},{50577},0.008,0.943,114.086
{81885},{7207},0.008,0.694,79.295
{81885},{69839},0.008,0.694,81.560
{81885},{50577},0.008,0.673,81.490
{78824},{30417},0.007,0.882,103.714
{19953},{60429},0.008,1.000,117.543
{19953},{42814},0.008,0.969,128.562
{42814},{19953},0.008,1.000,128.562
{42814},{60429},0.008,1.000,117.543
{77381},{63440},0.009,0.972,111.103
{77381},{95928},0.009,1.000,111.189
{77381},{1823},0.009,0.972,58.819
{88419},{89972},0.008,0.944,97.136
{88419},{19164},0.008,0.917,91.980
{88419},{83551},0.009,0.972,68.961
{26134},{74524 60732},0.011,0.852,64.898
{26134},{57515 60732},0.011,0.870,67.560
{26134},{57515 74524},0.012,0.944,66.990
{60732},{57515 74524},0.012,0.911,64.598
{60732},{26134 74524},0.011,0.821,64.988
{60732},{26134 57515},0.011,0.839,65.148
{74524},{57515 60732},0.012,0.836,64.898
{74524},{26134 60732},0.011,0.754,64.633
{74524},{26134 57515},0.012,0.836,64.898
{13453},{59246 64594},0.010,0.854,76.392
{13453},{59246 62105},0.010,0.875,76.590
{13453},{62105 64594},0.010,0.875,76.590
{13453},{59246 60443},0.010,0.833,77.917
{13453},{60443 64594},0.010,0.854,76.392
{13453},{60443 62105},0.010,0.875,78.255
{13453},{59246 47548},0.010,0.833,79.729
{13453},{47548 64594},0.009,0.812,77.735
{13453},{47548 62105},0.010,0.854,79.865
{13453},{47548 60443},0.010,0.833,77.917
{13453},{47548 61339},0.009,0.771,79.280
{13453},{59246 61339},0.009,0.812,75.969
{13453},{64594 61339},0.009,0.792,75.742
{13453},{62105 61339},0.009,0.812,75.969
{13453},{60443 61339},0.009,0.812,77.735
{14148},{44776 54782},0.020,0.892,40.796
{44776},{14148 54782},0.020,0.865,40.884
{47548},{59246 13453},0.010,0.851,79.574
{47548},{64594 13453},0.009,0.830,77.585
{47548},{59246 64594},0.010,0.851,76.115
{47548},{62105 13453},0.010,0.872,78.018
{47548},{59246 62105},0.010,0.872,76.358
{47548},{62105 64594},0.010,0.851,74.495
{47548},{60443 13453},0.010,0.851,79.574
{47548},{59246 60443},0.010,0.851,79.574
{47548},{60443 64594},0.010,0.872,78.018
{47548},{60443 62105},0.010,0.872,78.018
{47548},{61339 13453},0.009,0.787,78.992
{47548},{59246 61339},0.009,0.830,77.585
{47548},{64594 61339},0.009,0.787,75.318
{47548},{62105 61339},0.009,0.809,75.596
{47548},{60443 61339},0.009,0.809,77.354
{54782},{14148 44776},0.020,0.883,41.279
{59246},{62105 64594},0.011,0.898,78.600
{59246},{60443 64594},0.010,0.857,76.658
{59246},{60443 62105},0.010,0.857,76.658
{59246},{64594 13453},0.010,0.837,78.235
{59246},{62105 13453},0.010,0.857,76.658
{59246},{60443 13453},0.010,0.816,76.327
{59246},{47548 13453},0.010,0.816,78.102
{59246},{47548 64594},0.010,0.816,78.102
{59246},{47548 62105},0.010,0.837,78.235
{59246},{47548 60443},0.010,0.816,76.327
{59246},{47548 61339},0.009,0.796,81.860
{59246},{61339 13453},0.009,0.796,79.864
{59246},{64594 61339},0.010,0.837,80.054
{59246},{62105 61339},0.010,0.857,80.143
{59246},{60443 61339},0.010,0.837,80.054
{60443},{62105 64594},0.010,0.811,71.016
{60443},{59246 64594},0.010,0.792,70.873
{60443},{59246 62105},0.010,0.792,69.365
{60443},{59246 13453},0.010,0.755,70.566
{60443},{64594 13453},0.010,0.774,72.330
{60443},{62105 13453},0.010,0.792,70.873
{60443},{47548 13453},0.010,0.755,72.207
{60443},{59246 47548},0.010,0.755,72.207
{60443},{47548 64594},0.010,0.774,74.012
{60443},{47548 62105},0.010,0.774,72.330
{60443},{47548 61339},0.009,0.717,73.742
{60443},{61339 13453},0.009,0.736,73.836
{60443},{59246 61339},0.010,0.774,72.330
{60443},{64594 61339},0.010,0.774,74.012
{60443},{62105 61339},0.010,0.774,72.330
{61339},{47548 13453},0.009,0.804,76.956
{61339},{59246 47548},0.009,0.848,81.115
{61339},{59246 13453},0.009,0.848,79.272
{61339},{47548 64594},0.009,0.804,76.956
{61339},{64594 13453},0.009,0.826,77.239
{61339},{59246 64594},0.010,0.891,79.714
{61339},{47548 62105},0.009,0.826,77.239
{61339},{62105 13453},0.009,0.848,75.825
{61339},{59246 62105},0.010,0.913,79.920
{61339},{62105 64594},0.010,0.891,78.018
{61339},{47548 60443},0.009,0.826,77.239
{61339},{60443 13453},0.009,0.848,79.272
{61339},{59246 60443},0.010,0.891,83.337
{61339},{60443 64594},0.010,0.891,79.714
{61339},{60443 62105},0.010,0.891,79.714
{62105},{60443 64594},0.010,0.843,75.406
{62105},{59246 64594},0.011,0.863,77.159
{62105},{59246 60443},0.010,0.824,77.000
{62105},{59246 13453},0.010,0.824,77.000
{62105},{64594 13453},0.010,0.824,77.000
{62105},{60443 13453},0.010,0.824,77.000
{62105},{47548 13453},0.010,0.804,76.915
{62105},{59246 47548},0.010,0.804,76.915
{62105},{47548 64594},0.010,0.784,75.039
{62105},{47548 60443},0.010,0.804,75.167
{62105},{47548 61339},0.009,0.745,76.633
{62105},{61339 13453},0.009,0.765,76.732
{62105},{59246 61339},0.010,0.824,77.000
{62105},{64594 61339},0.010,0.804,76.915
{62105},{60443 61339},0.010,0.804,76.915
{64594},{60443 62105},0.010,0.860,76.914
{64594},{59246 62105},0.011,0.880,77.028
{64594},{59246 60443},0.010,0.840,78.540
{64594},{59246 13453},0.010,0.820,76.670
{64594},{62105 13453},0.010,0.840,75.125
{64594},{60443 13453},0.010,0.820,76.670
{64594},{47548 13453},0.009,0.780,74.626
{64594},{59246 47548},0.010,0.800,76.540
{64594},{47548 62105},0.010,0.800,74.800
{64594},{47548 60443},0.010,0.820,76.670
{64594},{47548 61339},0.009,0.740,76.109
{64594},{61339 13453},0.009,0.760,76.260
{64594},{59246 61339},0.010,0.820,76.670
{64594},{62105 61339},0.010,0.820,76.670
{64594},{60443 61339},0.010,0.820,78.453
{96328},{14148 54782},0.008,0.825,39.012
{96328},{14148 44776},0.008,0.800,37.400
{96328},{44776 54782},0.009,0.875,39.997
{48693},{37096 61144},0.009,0.698,68.382
{39749},{7686 74994},0.022,0.798,33.510
{39749},{74994 64408},0.022,0.807,34.584
{39749},{74994 61432},0.021,0.746,34.466
{39749},{7686 61432},0.021,0.772,34.148
{39749},{61432 64408},0.022,0.789,34.552
{39749},{61432 25161},0.019,0.702,34.783
{39749},{74994 25161},0.020,0.711,33.599
{39749},{7686 25161},0.020,0.737,34.060
{39749},{25161 64408},0.021,0.746,34.857
{39749},{7686 64408},0.022,0.807,34.228
{74994},{39749 7686},0.022,0.850,34.988
{74994},{7686 64408},0.022,0.832,35.278
{74994},{39749 64408},0.022,0.860,33.688
{74994},{7686 61432},0.020,0.785,34.728
{74994},{39749 61432},0.021,0.794,33.692
{74994},{61432 64408},0.020,0.776,33.949
{74994},{61432 25161},0.018,0.692,34.279
{74994},{7686 25161},0.020,0.766,35.425
{74994},{39749 25161},0.020,0.757,33.487
{74994},{25161 64408},0.019,0.720,33.643
{8096},{72695 34560},0.008,0.889,107.556
{34560},{72695 8096},0.008,0.914,107.468
{44413},{45122 55020},0.018,0.822,40.269
{44413},{55776 55020},0.017,0.767,40.437
{44413},{55776 45122},0.017,0.789,40.068
{44413},{40313 55020},0.018,0.811,40.694
{44413},{40313 45122},0.018,0.833,40.333
{44413},{55776 40313},0.017,0.789,27.739
{55020},{55776 45122},0.018,0.774,39.321
{55020},{40313 45122},0.018,0.817,39.553
{55020},{55776 40313},0.017,0.753,26.466
{55020},{45122 44413},0.018,0.796,40.414
{55020},{55776 44413},0.017,0.742,39.641
{55020},{40313 44413},0.018,0.785,39.868
{72695},{34560 8096},0.008,0.865,107.820
{74735},{59199 2343},0.014,0.766,50.036
{74735},{59199 93735},0.013,0.714,48.976
{74735},{2343 93735},0.013,0.701,48.901
{93735},{59199 2343},0.014,0.848,55.407
{93735},{59199 74735},0.013,0.833,56.202
{93735},{2343 74735},0.013,0.818,55.180
{10413},{60042 31717},0.014,0.906,59.180
{10413},{60042 86958},0.015,0.938,58.438
{10413},{86958 31717},0.015,0.938,59.337
{10413},{15755 60042},0.015,0.938,59.337
{10413},{15755 31717},0.015,0.969,59.484
{10413},{15755 86958},0.015,0.969,59.484
{10413},{60042 83249},0.014,0.875,59.012
{10413},{31717 83249},0.014,0.906,60.134
{10413},{86958 83249},0.014,0.906,59.180
{10413},{15755 83249},0.014,0.922,60.200
{10413},{83249 62583},0.013,0.859,59.923
{10413},{60042 62583},0.014,0.875,59.996
{10413},{31717 62583},0.014,0.906,60.134
{10413},{86958 62583},0.014,0.891,60.066
{10413},{15755 62583},0.014,0.922,60.200
{10413},{78656 62583},0.013,0.844,60.898
{10413},{83249 78656},0.013,0.844,59.848
{10413},{60042 78656},0.013,0.844,58.834
{10413},{31717 78656},0.014,0.891,60.066
{10413},{86958 78656},0.014,0.875,59.012
{10413},{15755 78656},0.014,0.906,60.134
{15755},{86958 31717},0.016,0.783,49.566
{15755},{60042 31717},0.015,0.759,49.566
{15755},{60042 86958},0.016,0.783,48.815
{15755},{60042 10413},0.015,0.723,49.566
{15755},{31717 10413},0.015,0.747,49.566
{15755},{86958 10413},0.015,0.747,49.566
{15755},{83249 10413},0.014,0.711,49.566
{15755},{60042 83249},0.015,0.723,48.754
{15755},{31717 83249},0.015,0.747,49.566
{15755},{86958 83249},0.015,0.747,48.779
{15755},{83249 62583},0.014,0.711,49.566
{15755},{10413 62583},0.014,0.711,49.566
{15755},{60042 62583},0.015,0.723,49.566
{15755},{31717 62583},0.015,0.747,49.566
{15755},{86958 62583},0.015,0.735,49.566
{15755},{78656 62583},0.014,0.687,49.566
{15755},{83249 78656},0.014,0.687,48.712
{15755},{78656 10413},0.014,0.699,49.566
{15755},{60042 78656},0.014,0.699,48.726
{15755},{31717 78656},0.015,0.735,49.566
{15755},{86958 78656},0.015,0.723,48.754
{31717},{15755 86958},0.016,0.970,59.570
{31717},{60042 86958},0.015,0.940,58.612
{31717},{15755 60042},0.015,0.940,59.514
{31717},{60042 10413},0.014,0.866,59.356
{31717},{86958 10413},0.015,0.896,59.422
{31717},{15755 10413},0.015,0.925,59.484
